817,4429,461,995,1,41.454166662946086,-82.92910725557185
817,4429,461,995,1,41.45833332961238,-82.9288750754922
1488,4116,607,1135,1,41.454166662946086,-82.92354788657971
1879,3616,687,1282,1,41.462499996278666,-82.92864330417517
1879,3616,687,1282,1,41.45833332961238,-82.92331534935413
1488,4116,607,1135,1,41.454166662946086,-82.91798851758759
749,4564,414,816,1,41.46666666294496,-82.9284119416677
749,4564,414,816,1,41.462499996278666,-82.92308322081585
1045,4396,534,1005,1,41.45833332961238,-82.91775562321605
912,4240,513,965,1,41.454166662946086,-82.91242914859546
658,4659,423,867,1,41.47083332961124,-82.92818098801675
585,4747,379,805,1,41.46666666294496,-82.92285150101183
747,4621,448,883,1,41.462499996278666,-82.91752313745654
1006,3893,513,976,1,41.45833332961238,-82.91219589707798
1006,3893,513,976,1,41.454166662946086,-82.90686977960333
1117,4364,519,1025,1,41.47499999627753,-82.92795044326932
914,4249,536,997,1,41.47083332961124,-82.92262018998899
1061,3988,615,1071,1,41.46666666294496,-82.91729106035595
1111,4079,586,1085,1,41.462499996278666,-82.91196305409723
1111,4079,586,1085,1,41.45833332961238,-82.9066361709399
843,4272,401,892,1,41.454166662946086,-82.9013104106112
792,4253,442,899,1,41.479166662943825,-82.92772030747241
659,4379,405,834,1,41.47499999627753,-82.92238928779432
798,4177,486,932,1,41.47083332961124,-82.91705939196123
798,4177,486,932,1,41.46666666294496,-82.9117306197001
838,4362,421,856,1,41.462499996278666,-82.90640297073791
865,4283,369,815,1,41.45833332961238,-82.90107644480183
697,4285,394,831,1,41.454166662946086,-82.89575104161908
915,4132,498,962,1,41.479166662943825,-82.9221587944748
925,4107,478,907,1,41.47499999627753,-82.91682813231931
925,4107,478,907,1,41.47083332961124,-82.91149859393346
598,4492,418,814,1,41.46666666294496,-82.90617017904421
635,4300,390,860,1,41.462499996278666,-82.90084288737859
661,4362,425,878,1,41.45833332961238,-82.89551671866376
661,4362,425,878,1,41.454166662946086,-82.89019167262694
915,4132,498,962,1,41.479166662943825,-82.91659728147717
626,4434,378,815,1,41.47499999627753,-82.91126697684432
608,4521,374,798,1,41.47083332961124,-82.9059377959057
874,3989,530,988,1,41.46666666294496,-82.90060973838834
874,3989,530,988,1,41.462499996278666,-82.89528280401927
1204,3752,674,1164,1,41.45833332961238,-82.88995699252568
825,4095,495,923,1,41.454166662946086,-82.88463230363482
626,4434,378,815,1,41.479166662943825,-82.91103576847956
654,4382,384,826,1,41.47499999627753,-82.90570582136931
850,4116,495,932,1,41.47083332961124,-82.90037699787794
850,4116,495,932,1,41.46666666294496,-82.89504929773247
896,4084,490,907,1,41.462499996278666,-82.88972272065998
663,4131,386,790,1,41.45833332961238,-82.88439726638761
946,4027,483,967,1,41.454166662946086,-82.87907293464268
1070,3944,564,1044,1,41.479166662943825,-82.90547425548193
827,4204,471,950,1,41.47499999627753,-82.9001446658943
827,4204,471,950,1,41.47083332961124,-82.89481619985018
593,4726,381,802,1,41.46666666294496,-82.8894888570766
