band1, band2, band3, band4, isAlgalBloom, lat, long, prob isWater
3100,5654,4452,65528,0,41.86532801721343,-83.24607114751254,0.9
1441,1810,607,65528,0,41.86532801721343,-83.23200935233191,0.9916666666666666
1441,1810,607,65528,0,41.86532801721343,-83.21794755715128,0.9916666666666666
1064,885,322,65528,0,41.86532801721343,-83.20388576197064,0.98
1064,885,322,65528,0,41.86532801721343,-83.18982396679002,0.98
1064,885,322,65528,0,41.86532801721343,-83.17576217160939,0.98
1093,887,281,65528,0,41.86532801721343,-83.16170037642875,0.99
1093,887,281,65528,0,41.86532801721343,-83.14763858124813,0.99
2686,4711,1891,65528,0,41.8512662220328,-83.33044191859632,0.9366666666666665
1130,1031,710,229,0,41.8512662220328,-83.31638012341568,1.0
1250,1414,685,65528,0,41.8512662220328,-83.30231832823506,1.0
4256,8336,5160,65528,0,41.8512662220328,-83.28825653305442,0.76
3100,5654,4452,65528,0,41.8512662220328,-83.2741947378738,0.9
3100,5654,4452,65528,0,41.8512662220328,-83.26013294269316,0.9
1094,1028,462,65528,0,41.8512662220328,-83.24607114751254,0.99
1063,941,484,65528,0,41.8512662220328,-83.23200935233191,0.98
1441,1810,607,65528,0,41.8512662220328,-83.21794755715128,0.9916666666666666
1063,941,484,65528,0,41.8512662220328,-83.20388576197064,0.98
1064,885,322,65528,0,41.8512662220328,-83.18982396679002,0.98
1041,906,349,65528,0,41.8512662220328,-83.17576217160939,0.98
1093,887,281,65528,0,41.8512662220328,-83.16170037642875,0.99
1016,847,275,65528,0,41.8512662220328,-83.14763858124813,0.98
2686,4711,1891,65528,0,41.83720442685217,-83.33044191859632,0.9366666666666665
4256,8336,5160,65528,0,41.83720442685217,-83.31638012341568,0.76
1189,1294,670,578,0,41.83720442685217,-83.30231832823506,1.0
1303,1531,776,662,0,41.83720442685217,-83.28825653305442,0.9966666666666667
1139,1164,481,362,0,41.83720442685217,-83.2741947378738,1.0
1139,1164,481,362,0,41.83720442685217,-83.26013294269316,1.0
1139,1164,481,362,0,41.83720442685217,-83.24607114751254,1.0
1008,858,297,143,0,41.83720442685217,-83.23200935233191,0.97
1008,858,297,143,0,41.83720442685217,-83.21794755715128,0.97
1008,858,297,143,0,41.83720442685217,-83.20388576197064,0.97
1017,862,289,141,0,41.83720442685217,-83.18982396679002,0.99
1017,862,289,141,0,41.83720442685217,-83.17576217160939,0.99
1017,862,289,141,0,41.83720442685217,-83.16170037642875,0.99
1025,859,268,138,0,41.83720442685217,-83.14763858124813,0.99
1652,2281,1779,1244,0,41.82314263167154,-83.33044191859632,0.9816666666666667
1189,1294,670,578,0,41.82314263167154,-83.31638012341568,1.0
1011,865,373,143,0,41.82314263167154,-83.30231832823506,0.97
1011,865,373,143,0,41.82314263167154,-83.28825653305442,0.97
1000,852,344,143,0,41.82314263167154,-83.2741947378738,0.97
1000,852,344,143,0,41.82314263167154,-83.26013294269316,0.97
1000,852,344,143,0,41.82314263167154,-83.24607114751254,0.97
993,837,286,135,0,41.82314263167154,-83.23200935233191,0.97
993,837,286,135,0,41.82314263167154,-83.21794755715128,0.97
993,837,286,135,0,41.82314263167154,-83.20388576197064,0.97
1007,838,283,129,0,41.82314263167154,-83.18982396679002,0.97
1007,838,283,129,0,41.82314263167154,-83.17576217160939,0.97
1007,838,283,129,0,41.82314263167154,-83.16170037642875,0.97
1029,864,281,139,0,41.82314263167154,-83.14763858124813,0.99
1073,954,420,155,0,41.80908083649091,-83.33044191859632,0.99
1011,865,373,143,0,41.80908083649091,-83.31638012341568,0.97
1011,865,373,143,0,41.80908083649091,-83.30231832823506,0.97
1011,865,373,143,0,41.80908083649091,-83.28825653305442,0.97
991,848,295,135,0,41.80908083649091,-83.2741947378738,0.97
991,848,295,135,0,41.80908083649091,-83.26013294269316,0.97
991,848,295,135,0,41.80908083649091,-83.24607114751254,0.97
984,829,273,130,0,41.80908083649091,-83.23200935233191,0.95
984,829,273,130,0,41.80908083649091,-83.21794755715128,0.95
984,829,273,130,0,41.80908083649091,-83.20388576197064,0.95
990,827,276,128,0,41.80908083649091,-83.18982396679002,0.97
990,827,276,128,0,41.80908083649091,-83.17576217160939,0.97
990,827,276,128,0,41.80908083649091,-83.16170037642875,0.97
1000,828,262,133,0,41.80908083649091,-83.14763858124813,0.97
1064,987,344,154,0,41.795019041310276,-83.33044191859632,0.99
1001,864,316,138,0,41.795019041310276,-83.31638012341568,0.97
1001,864,316,138,0,41.795019041310276,-83.30231832823506,0.97
1001,864,316,138,0,41.795019041310276,-83.28825653305442,0.97
991,848,295,135,0,41.795019041310276,-83.2741947378738,0.97
985,839,269,65528,0,41.795019041310276,-83.26013294269316,0.94
973,829,285,65528,0,41.795019041310276,-83.24607114751254,0.94
985,839,269,65528,0,41.795019041310276,-83.23200935233191,0.94
970,818,266,65528,0,41.795019041310276,-83.21794755715128,0.94
982,823,252,65528,0,41.795019041310276,-83.20388576197064,0.94
992,827,252,65528,0,41.795019041310276,-83.18982396679002,0.95
972,809,261,65528,0,41.795019041310276,-83.17576217160939,0.94
992,827,252,65528,0,41.795019041310276,-83.16170037642875,0.95
976,802,247,65528,0,41.795019041310276,-83.14763858124813,0.94
1003,861,302,117,0,41.780957246129645,-83.33044191859632,0.97
1016,880,304,65528,0,41.780957246129645,-83.31638012341568,0.98
992,847,294,65528,0,41.780957246129645,-83.30231832823506,0.95
992,847,294,65528,0,41.780957246129645,-83.28825653305442,0.95
973,829,285,65528,0,41.780957246129645,-83.2741947378738,0.94
968,822,252,104,0,41.780957246129645,-83.26013294269316,0.95
973,829,285,65528,0,41.780957246129645,-83.24607114751254,0.94
985,839,269,65528,0,41.780957246129645,-83.23200935233191,0.94
958,799,261,121,0,41.780957246129645,-83.21794755715128,0.95
954,801,248,65528,0,41.780957246129645,-83.20388576197064,0.94
992,827,252,65528,0,41.780957246129645,-83.18982396679002,0.95
958,792,256,119,0,41.780957246129645,-83.17576217160939,0.95
992,827,252,65528,0,41.780957246129645,-83.16170037642875,0.95
1003,829,254,65528,0,41.780957246129645,-83.14763858124813,0.95
1016,880,304,65528,0,41.766895450949015,-83.33044191859632,0.98
1068,886,304,65528,0,41.766895450949015,-83.31638012341568,0.98
1034,847,289,127,0,41.766895450949015,-83.30231832823506,0.99
1034,847,289,127,0,41.766895450949015,-83.28825653305442,0.99
971,813,279,123,0,41.766895450949015,-83.2741947378738,0.95
961,812,263,65528,0,41.766895450949015,-83.26013294269316,0.94
971,813,279,123,0,41.766895450949015,-83.24607114751254,0.95
961,812,263,65528,0,41.766895450949015,-83.23200935233191,0.94
982,823,252,65528,0,41.766895450949015,-83.21794755715128,0.94
953,798,251,65528,0,41.766895450949015,-83.20388576197064,0.94
953,798,251,65528,0,41.766895450949015,-83.18982396679002,0.94
992,827,252,65528,0,41.766895450949015,-83.17576217160939,0.95
949,786,238,65528,0,41.766895450949015,-83.16170037642875,0.94
1003,829,254,65528,0,41.766895450949015,-83.14763858124813,0.95
1016,880,304,65528,0,41.752833655768384,-83.33044191859632,0.98
1133,913,326,65528,0,41.752833655768384,-83.31638012341568,0.99
995,858,284,65528,0,41.752833655768384,-83.30231832823506,0.95
1054,857,293,65528,0,41.752833655768384,-83.28825653305442,0.98
995,858,284,65528,0,41.752833655768384,-83.2741947378738,0.95
969,816,263,65528,0,41.752833655768384,-83.26013294269316,0.94
969,816,263,65528,0,41.752833655768384,-83.24607114751254,0.94
969,816,263,65528,0,41.752833655768384,-83.23200935233191,0.94
953,798,251,65528,0,41.752833655768384,-83.21794755715128,0.94
953,798,251,65528,0,41.752833655768384,-83.20388576197064,0.94
965,805,250,123,0,41.752833655768384,-83.18982396679002,0.95
961,927,448,300,0,41.752833655768384,-83.17576217160939,0.95
961,927,448,300,0,41.752833655768384,-83.16170037642875,0.95
961,927,448,300,0,41.752833655768384,-83.14763858124813,0.95
1191,932,340,156,0,41.73877186058776,-83.33044191859632,1.0
1191,932,340,156,0,41.73877186058776,-83.31638012341568,1.0
1102,882,305,135,0,41.73877186058776,-83.30231832823506,1.0
1102,882,305,135,0,41.73877186058776,-83.28825653305442,1.0
1102,882,305,135,0,41.73877186058776,-83.2741947378738,1.0
1003,836,277,125,0,41.73877186058776,-83.26013294269316,0.97
1003,836,277,125,0,41.73877186058776,-83.24607114751254,0.97
1003,836,277,125,0,41.73877186058776,-83.23200935233191,0.97
965,805,250,123,0,41.73877186058776,-83.21794755715128,0.95
965,805,250,123,0,41.73877186058776,-83.20388576197064,0.95
965,805,250,123,0,41.73877186058776,-83.18982396679002,0.95
961,927,448,300,0,41.73877186058776,-83.17576217160939,0.95
969,800,246,121,0,41.73877186058776,-83.16170037642875,0.95
969,800,246,121,0,41.73877186058776,-83.14763858124813,0.95
1234,970,351,151,0,41.72471006540713,-83.33044191859632,1.0
1234,970,351,151,0,41.72471006540713,-83.31638012341568,1.0
1107,896,317,137,0,41.72471006540713,-83.30231832823506,1.0
1107,896,317,137,0,41.72471006540713,-83.28825653305442,1.0
1107,896,317,137,0,41.72471006540713,-83.2741947378738,1.0
1044,852,283,127,0,41.72471006540713,-83.26013294269316,0.99
1044,852,283,127,0,41.72471006540713,-83.24607114751254,0.99
1044,852,283,127,0,41.72471006540713,-83.23200935233191,0.99
994,821,255,121,0,41.72471006540713,-83.21794755715128,0.97
994,821,255,121,0,41.72471006540713,-83.20388576197064,0.97
994,821,255,121,0,41.72471006540713,-83.18982396679002,0.97
969,800,246,121,0,41.72471006540713,-83.17576217160939,0.95
969,800,246,121,0,41.72471006540713,-83.16170037642875,0.95
969,800,246,121,0,41.72471006540713,-83.14763858124813,0.95
1644,6918,5448,65528,0,41.91536133660588,-83.33190255286132,0.72
1644,6918,5448,65528,0,41.91536133660588,-83.31617987129579,0.72
1106,1035,409,65528,0,41.91536133660588,-83.30045718973022,0.99
1436,6029,3693,65528,0,41.91536133660588,-83.28473450816468,0.9076666666666666
1106,1035,409,65528,0,41.91536133660588,-83.26901182659913,0.99
1088,1007,373,65528,0,41.91536133660588,-83.25328914503356,0.99
1088,1007,373,65528,0,41.91536133660588,-83.23756646346801,0.99
1059,975,348,65528,0,41.91536133660588,-83.22184378190246,0.98
1059,975,348,65528,0,41.91536133660588,-83.2061211003369,0.98
1068,978,344,65528,0,41.91536133660588,-83.19039841877137,0.98
1066,978,332,65528,0,41.91536133660588,-83.1746757372058,0.98
1068,978,344,65528,0,41.91536133660588,-83.15895305564025,0.98
1133,1081,454,201,0,41.899638655040334,-83.33190255286132,1.0
1133,1081,454,201,0,41.899638655040334,-83.31617987129579,1.0
1104,1031,400,192,0,41.899638655040334,-83.30045718973022,1.0
1104,1031,400,192,0,41.899638655040334,-83.28473450816468,1.0
1104,1031,400,192,0,41.899638655040334,-83.26901182659913,1.0
1075,990,362,178,0,41.899638655040334,-83.25328914503356,0.99
1075,990,362,178,0,41.899638655040334,-83.23756646346801,0.99
1053,969,347,176,0,41.899638655040334,-83.22184378190246,0.99
1053,969,347,176,0,41.899638655040334,-83.2061211003369,0.99
1073,977,348,178,0,41.899638655040334,-83.19039841877137,0.99
1073,977,348,178,0,41.899638655040334,-83.1746757372058,0.99
1073,977,348,178,0,41.899638655040334,-83.15895305564025,0.99
1124,1056,450,193,0,41.88391597347478,-83.33190255286132,1.0
1124,1056,450,193,0,41.88391597347478,-83.31617987129579,1.0
1124,1056,450,193,0,41.88391597347478,-83.30045718973022,1.0
1093,1010,397,183,0,41.88391597347478,-83.28473450816468,1.0
1093,1010,397,183,0,41.88391597347478,-83.26901182659913,1.0
1066,981,359,175,0,41.88391597347478,-83.25328914503356,0.99
1066,981,359,175,0,41.88391597347478,-83.23756646346801,0.99
1055,961,352,175,0,41.88391597347478,-83.22184378190246,0.99
1055,961,352,175,0,41.88391597347478,-83.2061211003369,0.99
1055,961,352,175,0,41.88391597347478,-83.19039841877137,0.99
1072,967,351,176,0,41.88391597347478,-83.1746757372058,0.99
1072,967,351,176,0,41.88391597347478,-83.15895305564025,0.99
1111,1033,421,192,0,41.86819329190923,-83.33190255286132,1.0
1111,1033,421,192,0,41.86819329190923,-83.31617987129579,1.0
1111,1033,421,192,0,41.86819329190923,-83.30045718973022,1.0
1087,1000,387,183,0,41.86819329190923,-83.28473450816468,1.0
1087,1000,387,183,0,41.86819329190923,-83.26901182659913,1.0
1062,971,357,174,0,41.86819329190923,-83.25328914503356,0.99
1062,971,357,174,0,41.86819329190923,-83.23756646346801,0.99
1050,954,344,168,0,41.86819329190923,-83.22184378190246,0.99
1050,954,344,168,0,41.86819329190923,-83.2061211003369,0.99
1050,954,344,168,0,41.86819329190923,-83.19039841877137,0.99
1063,957,334,169,0,41.86819329190923,-83.1746757372058,0.99
1063,957,334,169,0,41.86819329190923,-83.15895305564025,0.99
1100,1009,403,65528,0,41.85247061034367,-83.33190255286132,0.99
1100,1009,403,65528,0,41.85247061034367,-83.31617987129579,0.99
1100,1009,403,65528,0,41.85247061034367,-83.30045718973022,0.99
1078,986,351,65528,0,41.85247061034367,-83.28473450816468,0.98
1078,986,351,65528,0,41.85247061034367,-83.26901182659913,0.98
1050,957,320,65528,0,41.85247061034367,-83.25328914503356,0.98
1062,969,354,65528,0,41.85247061034367,-83.23756646346801,0.98
1052,952,338,65528,0,41.85247061034367,-83.22184378190246,0.98
1044,943,322,65528,0,41.85247061034367,-83.2061211003369,0.98
1044,943,322,65528,0,41.85247061034367,-83.19039841877137,0.98
1062,947,310,65528,0,41.85247061034367,-83.1746757372058,0.98
1062,947,310,65528,0,41.85247061034367,-83.15895305564025,0.98
1132,1065,388,65528,0,41.836747928778124,-83.33190255286132,0.99
1097,1010,367,65528,0,41.836747928778124,-83.31617987129579,0.99
1097,1010,367,65528,0,41.836747928778124,-83.30045718973022,0.99
1078,986,351,65528,0,41.836747928778124,-83.28473450816468,0.98
1078,986,351,65528,0,41.836747928778124,-83.26901182659913,0.98
1050,957,320,65528,0,41.836747928778124,-83.25328914503356,0.98
1050,957,320,65528,0,41.836747928778124,-83.23756646346801,0.98
1050,957,320,65528,0,41.836747928778124,-83.22184378190246,0.98
1044,943,322,65528,0,41.836747928778124,-83.2061211003369,0.98
1048,953,321,65528,0,41.836747928778124,-83.19039841877137,0.98
1062,947,310,65528,0,41.836747928778124,-83.1746757372058,0.98
1062,947,310,65528,0,41.836747928778124,-83.15895305564025,0.98
1122,1028,381,65528,0,41.821025247212575,-83.33190255286132,0.99
1091,996,364,65528,0,41.821025247212575,-83.31617987129579,0.99
1091,996,364,65528,0,41.821025247212575,-83.30045718973022,0.99
1073,985,355,65528,0,41.821025247212575,-83.28473450816468,0.98
1073,985,355,65528,0,41.821025247212575,-83.26901182659913,0.98
1073,985,355,65528,0,41.821025247212575,-83.25328914503356,0.98
1056,969,332,65528,0,41.821025247212575,-83.23756646346801,0.98
1056,969,332,65528,0,41.821025247212575,-83.22184378190246,0.98
1050,962,327,65528,0,41.821025247212575,-83.2061211003369,0.98
1050,962,327,65528,0,41.821025247212575,-83.19039841877137,0.98
1054,959,318,65528,0,41.821025247212575,-83.1746757372058,0.98
1051,954,314,178,0,41.821025247212575,-83.15895305564025,0.99
1116,1026,387,196,0,41.80530256564702,-83.33190255286132,1.0
1088,997,375,180,0,41.80530256564702,-83.31617987129579,1.0
1088,997,375,180,0,41.80530256564702,-83.30045718973022,1.0
1088,997,375,180,0,41.80530256564702,-83.28473450816468,1.0
1078,994,366,188,0,41.80530256564702,-83.26901182659913,0.99
1078,994,366,188,0,41.80530256564702,-83.25328914503356,0.99
1064,984,342,178,0,41.80530256564702,-83.23756646346801,0.99
1064,984,342,178,0,41.80530256564702,-83.22184378190246,0.99
1049,958,326,174,0,41.80530256564702,-83.2061211003369,0.99
1049,958,326,174,0,41.80530256564702,-83.19039841877137,0.99
1051,949,311,170,0,41.80530256564702,-83.1746757372058,0.99
1051,949,311,170,0,41.80530256564702,-83.15895305564025,0.99
1113,1016,391,188,0,41.78957988408146,-83.33190255286132,1.0
1095,1009,389,190,0,41.78957988408146,-83.31617987129579,1.0
1095,1009,389,190,0,41.78957988408146,-83.30045718973022,1.0
1095,1009,389,190,0,41.78957988408146,-83.28473450816468,1.0
1092,1012,377,194,0,41.78957988408146,-83.26901182659913,1.0
1092,1012,377,194,0,41.78957988408146,-83.25328914503356,1.0
1068,983,345,178,0,41.78957988408146,-83.23756646346801,0.99
1068,983,345,178,0,41.78957988408146,-83.22184378190246,0.99
1052,961,326,174,0,41.78957988408146,-83.2061211003369,0.99
1059,968,330,176,0,41.78957988408146,-83.19039841877137,0.99
1059,968,330,176,0,41.78957988408146,-83.1746757372058,0.99
1049,947,311,167,0,41.78957988408146,-83.15895305564025,0.99
1134,1025,383,187,0,41.77385720251591,-83.33190255286132,1.0
1104,1018,389,188,0,41.77385720251591,-83.31617987129579,1.0
1104,1018,389,188,0,41.77385720251591,-83.30045718973022,1.0
1104,1018,389,188,0,41.77385720251591,-83.28473450816468,1.0
1097,1022,379,192,0,41.77385720251591,-83.26901182659913,1.0
1097,1022,379,192,0,41.77385720251591,-83.25328914503356,1.0
1070,991,339,177,0,41.77385720251591,-83.23756646346801,0.99
1070,991,339,177,0,41.77385720251591,-83.22184378190246,0.99
1049,955,327,65528,0,41.77385720251591,-83.2061211003369,0.98
1054,964,337,65528,0,41.77385720251591,-83.19039841877137,0.98
1054,964,337,65528,0,41.77385720251591,-83.1746757372058,0.98
1041,937,299,65528,0,41.77385720251591,-83.15895305564025,0.98
1118,1012,385,65528,0,41.758134520950364,-83.33190255286132,0.99
1118,1012,385,65528,0,41.758134520950364,-83.31617987129579,0.99
1097,1016,389,65528,0,41.758134520950364,-83.30045718973022,0.99
1097,1016,389,65528,0,41.758134520950364,-83.28473450816468,0.99
1090,1015,367,65528,0,41.758134520950364,-83.26901182659913,0.99
1090,1015,367,65528,0,41.758134520950364,-83.25328914503356,0.99
1059,979,338,65528,0,41.758134520950364,-83.23756646346801,0.98
1059,979,338,65528,0,41.758134520950364,-83.22184378190246,0.98
1043,946,317,164,0,41.758134520950364,-83.2061211003369,0.99
1054,964,337,65528,0,41.758134520950364,-83.19039841877137,0.98
1054,964,337,65528,0,41.758134520950364,-83.1746757372058,0.98
1043,1275,399,261,0,41.758134520950364,-83.15895305564025,0.99
1118,1012,385,65528,0,41.74241183938481,-83.33190255286132,0.99
1129,1064,432,65528,0,41.74241183938481,-83.31617987129579,0.99
1097,1016,389,65528,0,41.74241183938481,-83.30045718973022,0.99
1097,1016,389,65528,0,41.74241183938481,-83.28473450816468,0.99
1090,1015,367,65528,0,41.74241183938481,-83.26901182659913,0.99
1090,1015,367,65528,0,41.74241183938481,-83.25328914503356,0.99
1059,979,338,65528,0,41.74241183938481,-83.23756646346801,0.98
1059,979,338,65528,0,41.74241183938481,-83.22184378190246,0.98
1059,979,338,65528,0,41.74241183938481,-83.2061211003369,0.98
1035,940,323,65528,0,41.74241183938481,-83.19039841877137,0.98
1035,940,323,65528,0,41.74241183938481,-83.1746757372058,0.98
1039,934,305,65528,0,41.74241183938481,-83.15895305564025,0.98
1118,1012,385,65528,0,41.72668915781926,-83.33190255286132,0.99
1161,1110,448,65528,0,41.72668915781926,-83.31617987129579,1.0
1107,1078,416,65528,0,41.72668915781926,-83.30045718973022,0.99
1107,1078,416,65528,0,41.72668915781926,-83.28473450816468,0.99
1068,995,376,65528,0,41.72668915781926,-83.26901182659913,0.98
1065,1006,380,190,0,41.72668915781926,-83.25328914503356,0.99
1065,1006,380,190,0,41.72668915781926,-83.23756646346801,0.99
1037,948,339,174,0,41.72668915781926,-83.22184378190246,0.99
1037,948,339,174,0,41.72668915781926,-83.2061211003369,0.99
1032,938,327,163,0,41.72668915781926,-83.19039841877137,0.99
1032,938,327,163,0,41.72668915781926,-83.1746757372058,0.99
1031,933,329,167,0,41.72668915781926,-83.15895305564025,0.99
1470,1828,715,65528,1,41.49084893433597,-82.89166746902586,0.9916666666666666
2388,11833,9701,65528,1,41.49084893433597,-82.87594478746031,0.04
1563,3002,761,65528,1,41.49084893433597,-82.86022210589476,0.9916666666666666
2188,12132,9045,65528,1,41.49084893433597,-82.8444994243292,0.09
1459,2295,1638,928,1,41.47512625277042,-82.89166746902586,0.9916666666666667
1459,2295,1638,928,1,41.47512625277042,-82.87594478746031,0.9916666666666667
1613,7122,3548,2438,1,41.47512625277042,-82.86022210589476,0.8126666666666666
1613,7122,3548,2438,1,41.47512625277042,-82.8444994243292,0.8126666666666666
2205,8721,5087,5154,1,41.45940357120487,-82.89166746902586,0.62
2205,8721,5087,5154,1,41.45940357120487,-82.87594478746031,0.62
2205,8721,5087,5154,1,41.45940357120487,-82.86022210589476,0.62
1980,12008,7535,6612,1,41.45940357120487,-82.8444994243292,0.01
1563,3002,761,65528,1,41.49084893433597,-82.82877674276367,0.9916666666666666
2227,11496,8690,65528,1,41.49084893433597,-82.8130540611981,0.06
1454,1534,580,65528,1,41.49084893433597,-82.79733137963255,0.9916666666666666
2651,9608,6642,65528,1,41.49084893433597,-82.781608698067,0.26
1466,1509,878,65528,1,41.49084893433597,-82.76588601650144,0.9916666666666666
1604,2171,1690,1129,1,41.49084893433597,-82.75016333493589,0.9816666666666667
1604,2171,1690,1129,1,41.49084893433597,-82.73444065337034,0.9816666666666667
1482,3225,1379,65528,1,41.49084893433597,-82.71871797180478,0.9916666666666666
1613,7122,3548,2438,1,41.47512625277042,-82.82877674276367,0.8126666666666666
1497,3177,778,568,1,41.47512625277042,-82.8130540611981,0.9916666666666667
1497,3177,778,568,1,41.47512625277042,-82.79733137963255,0.9916666666666667
1493,1602,621,410,1,41.47512625277042,-82.781608698067,0.9916666666666667
1493,1602,621,410,1,41.47512625277042,-82.76588601650144,0.9916666666666667
1493,1602,621,410,1,41.47512625277042,-82.75016333493589,0.9916666666666667
1598,2347,1202,719,1,41.47512625277042,-82.73444065337034,0.9816666666666667
1598,2347,1202,719,1,41.47512625277042,-82.71871797180478,0.9816666666666667
1371,3198,1032,65528,1,41.49972134251705,-82.82421729209364,0.9616666666666666
2519,4111,3009,1549,1,41.49972134251705,-82.81015549691301,0.9266666666666667
1371,3198,1032,65528,1,41.49972134251705,-82.79609370173237,0.9616666666666666
1302,2389,659,65528,1,41.49972134251705,-82.78203190655174,1.0
1302,2389,659,65528,1,41.49972134251705,-82.76797011137111,1.0
1484,2138,1593,789,1,41.49972134251705,-82.75390831619049,0.9916666666666667
1484,2138,1593,789,1,41.49972134251705,-82.73984652100985,0.9916666666666667
1486,2473,856,844,1,41.49972134251705,-82.72578472582921,0.9916666666666667
1833,5266,2162,1905,1,41.48565954733642,-82.82421729209364,0.9501666666666666
1491,1771,614,294,1,41.48565954733642,-82.81015549691301,0.9916666666666667
1491,1771,614,294,1,41.48565954733642,-82.79609370173237,0.9916666666666667
1491,1771,614,294,1,41.48565954733642,-82.78203190655174,0.9916666666666667
1460,1350,698,278,1,41.48565954733642,-82.76797011137111,0.9916666666666667
1460,1350,698,278,1,41.48565954733642,-82.75390831619049,0.9916666666666667
1460,1350,698,278,1,41.48565954733642,-82.73984652100985,0.9916666666666667
1575,2257,1493,1031,1,41.48565954733642,-82.72578472582921,0.9916666666666667
1616,6072,5126,65528,1,41.49972134251705,-82.89452626799678,0.89
3398,6297,4066,3599,1,41.49972134251705,-82.88046447281616,0.7959999999999999
1694,8021,4793,65528,1,41.49972134251705,-82.86640267763552,0.88
2563,4234,3749,2891,1,41.49972134251705,-82.8523408824549,0.8733333333333334
2563,4234,3749,2891,1,41.49972134251705,-82.83827908727426,0.8733333333333334
3398,6297,4066,3599,1,41.48565954733642,-82.89452626799678,0.7959999999999999
3398,6297,4066,3599,1,41.48565954733642,-82.88046447281616,0.7959999999999999
2214,3797,3794,2676,1,41.48565954733642,-82.86640267763552,0.845
1833,5266,2162,1905,1,41.48565954733642,-82.8523408824549,0.9501666666666666
1833,5266,2162,1905,1,41.48565954733642,-82.83827908727426,0.9501666666666666
2214,3797,3794,2676,1,41.47159775215579,-82.89452626799678,0.845
2214,3797,3794,2676,1,41.47159775215579,-82.88046447281616,0.845
2214,3797,3794,2676,1,41.47159775215579,-82.86640267763552,0.845
1833,5266,2162,1905,1,41.47159775215579,-82.8523408824549,0.9501666666666666
1833,5266,2162,1905,1,41.47159775215579,-82.83827908727426,0.9501666666666666
1681,4281,2565,1622,1,41.45753595697516,-82.88046447281616,0.9816666666666667
1681,4281,2565,1622,1,41.45753595697516,-82.86640267763552,0.9816666666666667
1818,8944,4835,3125,1,41.45753595697516,-82.8523408824549,0.75
1697,7798,4163,65528,1,41.45753595697516,-82.83827908727426,0.88
1270,1803,2881,1902,1,41.49486700384516,-82.89392683191917,1.0
1228,1254,896,525,1,41.49486700384516,-82.87751373889724,1.0
1318,1929,2255,1541,1,41.49486700384516,-82.8611006458753,0.9966666666666667
1269,1531,550,65528,1,41.49486700384516,-82.84468755285334,1.0
1182,1308,394,212,1,41.47845391082322,-82.89392683191917,1.0
1182,1462,438,265,1,41.47845391082322,-82.87751373889724,1.0
1404,3718,2484,2495,1,41.47845391082322,-82.8611006458753,0.9816666666666667
1404,3718,2484,2495,1,41.47845391082322,-82.84468755285334,0.9816666666666667
1184,1261,448,65528,1,41.462040817801274,-82.89392683191917,1.0
1167,1422,462,65528,1,41.462040817801274,-82.87751373889724,1.0
1213,1674,1041,65528,1,41.462040817801274,-82.8611006458753,1.0
1537,8409,4895,3389,1,41.462040817801274,-82.84468755285334,0.79
1269,1531,550,65528,1,41.49486700384516,-82.8282744598314,1.0
1250,1305,442,65528,1,41.49486700384516,-82.81186136680947,1.0
1234,1261,404,65528,1,41.49486700384516,-82.79544827378751,1.0
1183,1294,394,65528,1,41.49486700384516,-82.77903518076558,1.0
1226,1916,2319,65528,1,41.49486700384516,-82.76262208774364,1.0
1246,2112,1419,65528,1,41.49486700384516,-82.7462089947217,1.0
1229,1219,1230,500,1,41.49486700384516,-82.72979590169976,1.0
1560,6901,2720,3162,1,41.47845391082322,-82.8282744598314,0.8043333333333333
1311,2638,617,446,1,41.47845391082322,-82.81186136680947,0.9966666666666667
1250,1298,400,203,1,41.47845391082322,-82.79544827378751,1.0
1214,1227,382,180,1,41.47845391082322,-82.77903518076558,1.0
1212,1191,365,174,1,41.47845391082322,-82.76262208774364,1.0
1191,1210,343,172,1,41.47845391082322,-82.7462089947217,1.0
1196,1059,401,65528,1,41.47845391082322,-82.72979590169976,1.0
1913,2785,1646,65528,1,41.49500547074259,-82.81975654843485,0.9866666666666666
1971,2886,1803,65528,1,41.49500547074259,-82.80552511242236,0.9766666666666666
1846,3298,1844,65528,1,41.49500547074259,-82.79129367640986,0.9866666666666666
1846,3298,1844,65528,1,41.49500547074259,-82.77706224039737,0.9866666666666666
1848,3229,1854,65528,1,41.49500547074259,-82.76283080438488,0.9866666666666666
1848,3229,1854,65528,1,41.49500547074259,-82.74859936837238,0.9866666666666666
1835,3048,1819,65528,1,41.49500547074259,-82.73436793235987,0.9866666666666666
1931,3101,1898,65528,1,41.49500547074259,-82.72013649634738,0.9866666666666666
1913,2785,1646,65528,1,41.48077403473009,-82.81975654843485,0.9866666666666666
1971,2886,1803,65528,1,41.48077403473009,-82.80552511242236,0.9766666666666666
1971,2886,1803,65528,1,41.48077403473009,-82.79129367640986,0.9766666666666666
1861,2634,1631,65528,1,41.48077403473009,-82.77706224039737,0.9866666666666666
1790,2591,1529,65528,1,41.48077403473009,-82.76283080438488,0.9866666666666666
1918,2640,1632,65528,1,41.48077403473009,-82.74859936837238,0.9866666666666666
1918,2640,1632,65528,1,41.48077403473009,-82.73436793235987,0.9866666666666666
2043,2876,2234,65528,1,41.48077403473009,-82.72013649634738,0.9766666666666666
1666,2160,1008,65528,1,41.49500547074259,-82.89091372849734,0.9916666666666666
1606,2106,1400,65528,1,41.49500547074259,-82.87668229248484,0.9916666666666666
