band1, band2, band3, band4, isAlgalBloom, lat, long, prob isWater
10008,19093,12322,65528,0,41.68123645433313,-83.34420219574446,0.0
10019,19154,12552,4778,0,41.68123645433313,-83.33051709869814,0.0
10019,19154,12552,4778,0,41.68123645433313,-83.3168320016518,0.0
10405,19831,12909,4869,0,41.68123645433313,-83.30314690460547,0.0
10559,20122,13443,65528,0,41.68123645433313,-83.28946180755914,0.0
11502,21744,14490,65528,0,41.68123645433313,-83.27577671051282,0.0
12065,22751,14915,65528,0,41.68123645433313,-83.26209161346648,0.0
12841,24266,14396,5294,0,41.6675513572868,-83.43999787506878,0.0
12997,24446,14506,5322,0,41.6675513572868,-83.42631277802245,0.0
13337,24859,15590,65528,0,41.6675513572868,-83.41262768097613,0.0
13182,24385,15344,5451,0,41.6675513572868,-83.3989425839298,0.0
13134,24160,15657,6067,0,41.6675513572868,-83.38525748688346,0.0
12113,22772,13940,5311,0,41.6675513572868,-83.37157238983713,0.0
11304,21523,13292,65528,0,41.6675513572868,-83.35788729279079,0.0
10155,19463,12263,65528,0,41.6675513572868,-83.34420219574446,0.0
10155,19463,12263,65528,0,41.6675513572868,-83.33051709869814,0.0
9995,19167,12472,65528,0,41.6675513572868,-83.3168320016518,0.0
10223,19617,12689,65528,0,41.6675513572868,-83.30314690460547,0.0
10318,19762,13045,65528,0,41.6675513572868,-83.28946180755914,0.0
11095,21102,13997,65528,0,41.6675513572868,-83.27577671051282,0.0
11095,21102,13997,65528,0,41.6675513572868,-83.26209161346648,0.0
12776,24128,14362,5010,0,41.65386626024047,-83.43999787506878,0.0
12887,24257,14591,65528,0,41.65386626024047,-83.42631277802245,0.0
12887,24257,14591,65528,0,41.65386626024047,-83.41262768097613,0.0
12857,24213,14823,65528,0,41.65386626024047,-83.3989425839298,0.0
12609,23874,15086,65528,0,41.65386626024047,-83.38525748688346,0.0
11769,22470,14612,65528,0,41.65386626024047,-83.37157238983713,0.0
11359,21682,13904,65528,0,41.65386626024047,-83.35788729279079,0.0
11359,21682,13904,65528,0,41.65386626024047,-83.34420219574446,0.0
10447,20044,12859,65528,0,41.65386626024047,-83.33051709869814,0.0
10193,19634,12962,5214,0,41.65386626024047,-83.3168320016518,0.0
10485,20118,13100,5218,0,41.65386626024047,-83.30314690460547,0.0
10503,20157,13090,5051,0,41.65386626024047,-83.28946180755914,0.0
10503,20157,13090,5051,0,41.65386626024047,-83.27577671051282,0.0
11191,21376,13945,5326,0,41.65386626024047,-83.26209161346648,0.0
12826,24183,14420,65528,0,41.640181163194136,-83.43999787506878,0.0
12826,24183,14420,65528,0,41.640181163194136,-83.42631277802245,0.0
12786,24142,14431,65528,0,41.640181163194136,-83.41262768097613,0.0
12646,23965,14642,65528,0,41.640181163194136,-83.3989425839298,0.0
11923,22829,14401,5649,0,41.640181163194136,-83.38525748688346,0.0
11923,22829,14401,5649,0,41.640181163194136,-83.37157238983713,0.0
11359,21818,14074,5682,0,41.640181163194136,-83.35788729279079,0.0
10921,21020,13783,5604,0,41.640181163194136,-83.34420219574446,0.0
10585,20493,13225,5393,0,41.640181163194136,-83.33051709869814,0.0
10388,20079,13096,5301,0,41.640181163194136,-83.3168320016518,0.0
10388,20079,13096,5301,0,41.640181163194136,-83.30314690460547,0.0
10687,20542,13615,5486,0,41.640181163194136,-83.28946180755914,0.0
10948,21002,13973,5463,0,41.640181163194136,-83.27577671051282,0.0
11140,21321,14092,5378,0,41.640181163194136,-83.26209161346648,0.0
12610,23926,14225,5072,0,41.62649606614781,-83.43999787506878,0.0
12743,24099,14514,5367,0,41.62649606614781,-83.42631277802245,0.0
12654,24005,14476,5330,0,41.62649606614781,-83.41262768097613,0.0
12199,23367,14446,5554,0,41.62649606614781,-83.3989425839298,0.0
12199,23367,14446,5554,0,41.62649606614781,-83.38525748688346,0.0
11649,22438,14184,5586,0,41.62649606614781,-83.37157238983713,0.0
11257,21733,13881,5675,0,41.62649606614781,-83.35788729279079,0.0
10925,21160,13702,5500,0,41.62649606614781,-83.34420219574446,0.0
10755,20827,13591,5387,0,41.62649606614781,-83.33051709869814,0.0
10755,20827,13591,5387,0,41.62649606614781,-83.3168320016518,0.0
10535,20392,13416,5329,0,41.62649606614781,-83.30314690460547,0.0
10349,20091,13546,65528,0,41.62649606614781,-83.28946180755914,0.0
10657,20560,13750,65528,0,41.62649606614781,-83.27577671051282,0.0
10781,20755,13887,65528,0,41.62649606614781,-83.26209161346648,0.0
12337,23504,13951,5007,0,41.612810969101474,-83.43999787506878,0.0
12519,23830,14290,5146,0,41.612810969101474,-83.42631277802245,0.0
12215,23423,14522,5409,0,41.612810969101474,-83.41262768097613,0.0
12215,23423,14522,5409,0,41.612810969101474,-83.3989425839298,0.0
11898,22905,14420,5564,0,41.612810969101474,-83.38525748688346,0.0
11490,22214,14217,5582,0,41.612810969101474,-83.37157238983713,0.0
11252,21810,14182,65528,0,41.612810969101474,-83.35788729279079,0.0
11252,21810,14182,65528,0,41.612810969101474,-83.34420219574446,0.0
11109,21501,14019,65528,0,41.612810969101474,-83.33051709869814,0.0
10610,20623,13479,65528,0,41.612810969101474,-83.3168320016518,0.0
9845,19360,13018,5414,0,41.612810969101474,-83.30314690460547,0.0
9815,19273,13183,5481,0,41.612810969101474,-83.28946180755914,0.0
9815,19273,13183,5481,0,41.612810969101474,-83.27577671051282,0.0
10028,19612,13386,5390,0,41.612810969101474,-83.26209161346648,0.0
11784,22549,13390,4612,0,41.59912587205514,-83.43999787506878,0.04
11526,22196,13474,65528,0,41.59912587205514,-83.42631277802245,0.0
11526,22196,13474,65528,0,41.59912587205514,-83.41262768097613,0.0
11547,22317,13991,65528,0,41.59912587205514,-83.3989425839298,0.0
11368,22044,14157,65528,0,41.59912587205514,-83.38525748688346,0.0
11340,22034,14373,5884,0,41.59912587205514,-83.37157238983713,0.0
11340,22034,14373,5884,0,41.59912587205514,-83.35788729279079,0.0
11333,21954,14316,5720,0,41.59912587205514,-83.34420219574446,0.0
10743,20922,13701,5364,0,41.59912587205514,-83.33051709869814,0.0
9537,18918,12560,5404,0,41.59912587205514,-83.3168320016518,0.0
9219,18329,12313,5441,0,41.59912587205514,-83.30314690460547,0.0
9219,18329,12313,5441,0,41.59912587205514,-83.28946180755914,0.0
9031,18013,12060,65528,0,41.59912587205514,-83.27577671051282,0.0
8545,17226,11756,4886,0,41.59912587205514,-83.26209161346648,0.0
12336,23479,13863,5069,0,41.58544077500881,-83.43999787506878,0.0
11637,22381,13219,4735,0,41.58544077500881,-83.42631277802245,0.0
11463,22182,13427,4833,0,41.58544077500881,-83.41262768097613,0.0
11194,21793,13559,5098,0,41.58544077500881,-83.3989425839298,0.0
11090,21723,14016,5722,0,41.58544077500881,-83.38525748688346,0.0
11090,21723,14016,5722,0,41.58544077500881,-83.37157238983713,0.0
11644,22569,14734,6099,0,41.58544077500881,-83.35788729279079,0.0
10793,21089,13612,65528,0,41.58544077500881,-83.34420219574446,0.0
10835,21154,13626,5856,0,41.58544077500881,-83.33051709869814,0.0
9703,19233,12464,5404,0,41.58544077500881,-83.3168320016518,0.0
9155,18263,12036,5332,0,41.58544077500881,-83.30314690460547,0.0
8851,17721,11828,65528,0,41.58544077500881,-83.28946180755914,0.0
8200,16595,11250,65528,0,41.58544077500881,-83.27577671051282,0.0
8200,16595,11250,65528,0,41.58544077500881,-83.26209161346648,0.0
12409,23639,14022,5270,0,41.57175567796248,-83.43999787506878,0.0
11645,22433,13280,4766,0,41.57175567796248,-83.42631277802245,0.0
11194,21769,13327,4841,0,41.57175567796248,-83.41262768097613,0.0
11025,21530,13394,4753,0,41.57175567796248,-83.3989425839298,0.0
11050,21695,13717,5055,0,41.57175567796248,-83.38525748688346,0.0
11392,22279,14604,5657,0,41.57175567796248,-83.37157238983713,0.0
11415,22291,14644,65528,0,41.57175567796248,-83.35788729279079,0.0
11415,22291,14644,65528,0,41.57175567796248,-83.34420219574446,0.0
10710,21027,13808,65528,0,41.57175567796248,-83.33051709869814,0.0
10050,19883,13021,65528,0,41.57175567796248,-83.3168320016518,0.0
9602,19161,12621,65528,0,41.57175567796248,-83.30314690460547,0.0
9602,19161,12621,65528,0,41.57175567796248,-83.28946180755914,0.0
8721,17582,11780,65528,0,41.57175567796248,-83.27577671051282,0.0
7992,16331,10941,65528,0,41.57175567796248,-83.26209161346648,0.0
886,814,399,177,0,41.987259794503416,-83.18936250631413,0.93
898,810,377,171,0,41.987259794503416,-83.17294941329219,0.94
917,816,366,175,0,41.987259794503416,-83.15653632027025,0.95
908,809,282,65528,0,41.987259794503416,-83.1401232272483,0.94
915,808,288,65528,0,41.987259794503416,-83.12371013422636,0.94
910,799,276,65528,0,41.987259794503416,-83.10729704120442,0.94
870,790,276,65528,0,41.987259794503416,-83.09088394818248,0.93
859,790,280,140,0,41.987259794503416,-83.07447085516054,0.93
842,775,272,141,0,41.987259794503416,-83.05805776213859,0.93
835,774,269,135,0,41.987259794503416,-83.04164466911665,0.93
831,766,265,65528,0,41.987259794503416,-83.02523157609471,0.93
839,766,269,65528,0,41.987259794503416,-83.00881848307276,0.93
860,795,300,65528,0,41.987259794503416,-82.99240539005082,0.93
883,842,853,65528,0,41.987259794503416,-82.97599229702888,0.93
884,779,283,65528,0,41.97084670148148,-83.18936250631413,0.93
905,788,291,65528,0,41.97084670148148,-83.17294941329219,0.94
923,795,287,65528,0,41.97084670148148,-83.15653632027025,0.94
920,798,280,65528,0,41.97084670148148,-83.1401232272483,0.94
895,789,277,65528,0,41.97084670148148,-83.12371013422636,0.93
895,789,277,65528,0,41.97084670148148,-83.10729704120442,0.93
869,785,278,65528,0,41.97084670148148,-83.09088394818248,0.93
856,779,274,65528,0,41.97084670148148,-83.07447085516054,0.93
844,773,267,65528,0,41.97084670148148,-83.05805776213859,0.93
835,764,266,65528,0,41.97084670148148,-83.04164466911665,0.93
834,759,259,65528,0,41.97084670148148,-83.02523157609471,0.93
826,752,252,65528,0,41.97084670148148,-83.00881848307276,0.93
829,762,275,65528,0,41.97084670148148,-82.99240539005082,0.93
832,777,297,65528,0,41.97084670148148,-82.97599229702888,0.93
880,775,283,65528,0,41.95443360845953,-83.18936250631413,0.93
906,773,278,65528,0,41.95443360845953,-83.17294941329219,0.94
921,778,276,65528,0,41.95443360845953,-83.15653632027025,0.94
919,781,277,158,0,41.95443360845953,-83.1401232272483,0.95
892,769,271,154,0,41.95443360845953,-83.12371013422636,0.94
862,757,271,150,0,41.95443360845953,-83.10729704120442,0.93
855,766,267,152,0,41.95443360845953,-83.09088394818248,0.93
849,771,276,152,0,41.95443360845953,-83.07447085516054,0.93
848,771,267,156,0,41.95443360845953,-83.05805776213859,0.93
840,757,257,145,0,41.95443360845953,-83.04164466911665,0.93
839,745,259,139,0,41.95443360845953,-83.02523157609471,0.93
825,724,246,135,0,41.95443360845953,-83.00881848307276,0.93
825,724,246,135,0,41.95443360845953,-82.99240539005082,0.93
822,721,257,145,0,41.95443360845953,-82.97599229702888,0.93
877,758,272,143,0,41.938020515437586,-83.18936250631413,0.93
877,758,272,143,0,41.938020515437586,-83.17294941329219,0.93
904,763,279,151,0,41.938020515437586,-83.15653632027025,0.95
897,754,264,143,0,41.938020515437586,-83.1401232272483,0.94
880,746,259,141,0,41.938020515437586,-83.12371013422636,0.93
863,741,259,141,0,41.938020515437586,-83.10729704120442,0.93
843,746,265,141,0,41.938020515437586,-83.09088394818248,0.93
834,740,266,143,0,41.938020515437586,-83.07447085516054,0.93
842,750,266,143,0,41.938020515437586,-83.05805776213859,0.93
842,748,262,143,0,41.938020515437586,-83.04164466911665,0.93
836,740,251,141,0,41.938020515437586,-83.02523157609471,0.93
836,740,251,141,0,41.938020515437586,-83.00881848307276,0.93
827,724,245,140,0,41.938020515437586,-82.99240539005082,0.93
825,719,245,146,0,41.938020515437586,-82.97599229702888,0.93
845,743,264,135,0,41.92160742241565,-83.18936250631413,0.93
867,755,276,138,0,41.92160742241565,-83.17294941329219,0.93
883,752,264,142,0,41.92160742241565,-83.15653632027025,0.93
897,736,248,65528,0,41.92160742241565,-83.1401232272483,0.93
875,729,250,65528,0,41.92160742241565,-83.12371013422636,0.93
854,726,251,65528,0,41.92160742241565,-83.10729704120442,0.93
838,725,251,65528,0,41.92160742241565,-83.09088394818248,0.93
827,724,254,65528,0,41.92160742241565,-83.07447085516054,0.93
829,729,255,65528,0,41.92160742241565,-83.05805776213859,0.93
829,727,258,65528,0,41.92160742241565,-83.04164466911665,0.93
820,717,243,137,0,41.92160742241565,-83.02523157609471,0.93
824,721,249,139,0,41.92160742241565,-83.00881848307276,0.93
824,720,243,135,0,41.92160742241565,-82.99240539005082,0.93
815,705,244,137,0,41.92160742241565,-82.97599229702888,0.93
834,734,259,137,0,41.90519432939371,-83.18936250631413,0.93
827,728,251,131,0,41.90519432939371,-83.17294941329219,0.93
848,732,255,139,0,41.90519432939371,-83.15653632027025,0.93
889,734,246,133,0,41.90519432939371,-83.1401232272483,0.94
888,723,239,129,0,41.90519432939371,-83.12371013422636,0.93
850,719,252,129,0,41.90519432939371,-83.10729704120442,0.93
831,714,242,135,0,41.90519432939371,-83.09088394818248,0.93
818,703,246,128,0,41.90519432939371,-83.07447085516054,0.93
818,703,246,128,0,41.90519432939371,-83.05805776213859,0.93
813,710,250,65528,0,41.90519432939371,-83.04164466911665,0.93
813,711,247,65528,0,41.90519432939371,-83.02523157609471,0.93
817,718,246,65528,0,41.90519432939371,-83.00881848307276,0.93
814,709,234,99,0,41.90519432939371,-82.99240539005082,0.93
808,697,233,107,0,41.90519432939371,-82.97599229702888,0.93
824,723,252,65528,0,41.88878123637176,-83.18936250631413,0.93
823,729,248,65528,0,41.88878123637176,-83.17294941329219,0.93
848,730,250,65528,0,41.88878123637176,-83.15653632027025,0.93
841,715,245,103,0,41.88878123637176,-83.1401232272483,0.93
841,715,245,103,0,41.88878123637176,-83.12371013422636,0.93
869,711,239,65528,0,41.88878123637176,-83.10729704120442,0.93
845,702,232,65528,0,41.88878123637176,-83.09088394818248,0.93
820,694,234,65528,0,41.88878123637176,-83.07447085516054,0.93
807,697,233,65528,0,41.88878123637176,-83.05805776213859,0.93
809,701,234,65528,0,41.88878123637176,-83.04164466911665,0.93
808,698,231,65528,0,41.88878123637176,-83.02523157609471,0.93
806,695,234,65528,0,41.88878123637176,-83.00881848307276,0.93
802,691,227,65528,0,41.88878123637176,-82.99240539005082,0.93
802,691,227,65528,0,41.88878123637176,-82.97599229702888,0.93
883,863,439,201,0,41.92160742241565,-83.32066725048966,0.93
868,826,386,193,0,41.92160742241565,-83.30425415746772,0.93
862,808,367,179,0,41.92160742241565,-83.28784106444579,0.93
861,794,357,161,0,41.92160742241565,-83.27142797142383,0.93
843,751,306,146,0,41.92160742241565,-83.2550148784019,0.93
845,752,283,148,0,41.92160742241565,-83.23860178537996,0.93
841,747,268,142,0,41.92160742241565,-83.222188692358,0.93
845,743,264,135,0,41.92160742241565,-83.20577559933606,0.93
845,743,264,135,0,41.92160742241565,-83.18936250631413,0.93
867,755,276,138,0,41.92160742241565,-83.17294941329219,0.93
883,752,264,142,0,41.92160742241565,-83.15653632027025,0.93
873,828,411,192,0,41.90519432939371,-83.32066725048966,0.93
863,785,349,65528,0,41.90519432939371,-83.30425415746772,0.93
855,770,329,65528,0,41.90519432939371,-83.28784106444579,0.93
844,759,320,65528,0,41.90519432939371,-83.27142797142383,0.93
844,748,298,65528,0,41.90519432939371,-83.2550148784019,0.93
845,743,281,65528,0,41.90519432939371,-83.23860178537996,0.93
845,743,281,65528,0,41.90519432939371,-83.222188692358,0.93
840,741,264,65528,0,41.90519432939371,-83.20577559933606,0.93
834,734,259,137,0,41.90519432939371,-83.18936250631413,0.93
827,728,251,131,0,41.90519432939371,-83.17294941329219,0.93
848,732,255,139,0,41.90519432939371,-83.15653632027025,0.93
867,779,350,164,0,41.88878123637176,-83.32066725048966,0.93
868,771,327,168,0,41.88878123637176,-83.30425415746772,0.93
853,755,309,154,0,41.88878123637176,-83.28784106444579,0.93
837,743,308,148,0,41.88878123637176,-83.27142797142383,0.93
838,741,344,144,0,41.88878123637176,-83.2550148784019,0.93
842,742,327,140,0,41.88878123637176,-83.23860178537996,0.93
837,734,322,138,0,41.88878123637176,-83.222188692358,0.93
835,736,256,65528,0,41.88878123637176,-83.20577559933606,0.93
824,723,252,65528,0,41.88878123637176,-83.18936250631413,0.93
823,729,248,65528,0,41.88878123637176,-83.17294941329219,0.93
848,730,250,65528,0,41.88878123637176,-83.15653632027025,0.93
859,767,278,132,0,41.87236814334982,-83.32066725048966,0.93
854,757,269,126,0,41.87236814334982,-83.30425415746772,0.93
845,745,257,116,0,41.87236814334982,-83.28784106444579,0.93
828,728,251,65528,0,41.87236814334982,-83.27142797142383,0.93
829,731,252,65528,0,41.87236814334982,-83.2550148784019,0.93
834,729,251,65528,0,41.87236814334982,-83.23860178537996,0.93
830,728,250,65528,0,41.87236814334982,-83.222188692358,0.93
825,721,247,65528,0,41.87236814334982,-83.20577559933606,0.93
824,720,251,65528,0,41.87236814334982,-83.18936250631413,0.93
826,716,243,65528,0,41.87236814334982,-83.17294941329219,0.93
826,713,239,65528,0,41.87236814334982,-83.15653632027025,0.93
851,755,272,65528,0,41.85595505032788,-83.32066725048966,0.93
844,745,264,65528,0,41.85595505032788,-83.30425415746772,0.93
836,736,257,65528,0,41.85595505032788,-83.28784106444579,0.93
831,728,248,65528,0,41.85595505032788,-83.27142797142383,0.93
823,729,250,65528,0,41.85595505032788,-83.2550148784019,0.93
825,728,248,65528,0,41.85595505032788,-83.23860178537996,0.93
822,714,254,133,0,41.85595505032788,-83.222188692358,0.93
821,711,248,135,0,41.85595505032788,-83.20577559933606,0.93
821,711,248,135,0,41.85595505032788,-83.18936250631413,0.93
829,716,243,139,0,41.85595505032788,-83.17294941329219,0.93
841,723,242,131,0,41.85595505032788,-83.15653632027025,0.93
853,753,268,145,0,41.83954195730594,-83.32066725048966,0.93
847,742,266,141,0,41.83954195730594,-83.30425415746772,0.93
847,733,253,137,0,41.83954195730594,-83.28784106444579,0.93
837,730,253,137,0,41.83954195730594,-83.27142797142383,0.93
830,721,251,137,0,41.83954195730594,-83.2550148784019,0.93
821,712,248,135,0,41.83954195730594,-83.23860178537996,0.93
821,712,248,135,0,41.83954195730594,-83.222188692358,0.93
821,707,246,125,0,41.83954195730594,-83.20577559933606,0.93
818,702,238,125,0,41.83954195730594,-83.18936250631413,0.93
821,701,240,127,0,41.83954195730594,-83.17294941329219,0.93
827,705,244,127,0,41.83954195730594,-83.15653632027025,0.93
886,758,271,140,0,41.823128864284,-83.32066725048966,0.93
875,750,264,142,0,41.823128864284,-83.30425415746772,0.93
842,735,261,136,0,41.823128864284,-83.28784106444579,0.93
833,725,254,133,0,41.823128864284,-83.27142797142383,0.93
833,725,254,133,0,41.823128864284,-83.2550148784019,0.93
831,720,251,130,0,41.823128864284,-83.23860178537996,0.93
824,714,245,65528,0,41.823128864284,-83.222188692358,0.93
820,711,245,65528,0,41.823128864284,-83.20577559933606,0.93
824,712,239,65528,0,41.823128864284,-83.18936250631413,0.93
820,703,242,65528,0,41.823128864284,-83.17294941329219,0.93
821,702,239,65528,0,41.823128864284,-83.15653632027025,0.93
855,749,270,65528,0,41.806715771262056,-83.32066725048966,0.93
864,746,266,65528,0,41.806715771262056,-83.30425415746772,0.93
864,746,266,65528,0,41.806715771262056,-83.28784106444579,0.93
839,732,253,133,0,41.806715771262056,-83.27142797142383,0.93
825,718,251,127,0,41.806715771262056,-83.2550148784019,0.93
824,715,248,125,0,41.806715771262056,-83.23860178537996,0.93
824,714,247,131,0,41.806715771262056,-83.222188692358,0.93
824,716,245,127,0,41.806715771262056,-83.20577559933606,0.93
822,715,245,129,0,41.806715771262056,-83.18936250631413,0.93
817,705,241,131,0,41.806715771262056,-83.17294941329219,0.93
817,701,242,127,0,41.806715771262056,-83.15653632027025,0.93
842,739,290,131,0,41.79030267824011,-83.32066725048966,0.93
828,729,263,131,0,41.79030267824011,-83.30425415746772,0.93
834,731,257,139,0,41.79030267824011,-83.28784106444579,0.93
824,721,248,65528,0,41.79030267824011,-83.27142797142383,0.93
817,717,252,65528,0,41.79030267824011,-83.2550148784019,0.93
819,715,252,65528,0,41.79030267824011,-83.23860178537996,0.93
814,710,240,119,0,41.79030267824011,-83.222188692358,0.93
813,708,239,119,0,41.79030267824011,-83.20577559933606,0.93
813,708,239,119,0,41.79030267824011,-83.18936250631413,0.93
809,703,238,65528,0,41.79030267824011,-83.17294941329219,0.93
806,700,236,65528,0,41.79030267824011,-83.15653632027025,0.93
840,737,263,65528,0,41.77388958521817,-83.32066725048966,0.93
820,731,258,65528,0,41.77388958521817,-83.30425415746772,0.93
809,719,249,65528,0,41.77388958521817,-83.28784106444579,0.93
803,710,250,65528,0,41.77388958521817,-83.27142797142383,0.93
802,710,247,65528,0,41.77388958521817,-83.2550148784019,0.93
804,708,242,65528,0,41.77388958521817,-83.23860178537996,0.93
798,709,243,65528,0,41.77388958521817,-83.222188692358,0.93
796,701,230,65528,0,41.77388958521817,-83.20577559933606,0.93
801,704,230,65528,0,41.77388958521817,-83.18936250631413,0.93
807,706,238,65528,0,41.77388958521817,-83.17294941329219,0.93
806,700,240,65528,0,41.77388958521817,-83.15653632027025,0.93
850,745,265,65528,0,41.75747649219623,-83.32066725048966,0.93
819,730,256,65528,0,41.75747649219623,-83.30425415746772,0.93
805,722,253,65528,0,41.75747649219623,-83.28784106444579,0.93
800,712,252,134,0,41.75747649219623,-83.27142797142383,0.93
800,712,252,134,0,41.75747649219623,-83.2550148784019,0.93
795,707,249,130,0,41.75747649219623,-83.23860178537996,0.93
795,706,243,126,0,41.75747649219623,-83.222188692358,0.93
794,698,234,126,0,41.75747649219623,-83.20577559933606,0.93
800,701,236,128,0,41.75747649219623,-83.18936250631413,0.93
794,695,234,123,0,41.75747649219623,-83.17294941329219,0.93
798,697,233,127,0,41.75747649219623,-83.15653632027025,0.93
857,754,267,138,0,41.74106339917429,-83.32066725048966,0.93
857,754,267,138,0,41.74106339917429,-83.30425415746772,0.93
823,735,259,135,0,41.74106339917429,-83.28784106444579,0.93
814,725,250,127,0,41.74106339917429,-83.27142797142383,0.93
801,716,246,125,0,41.74106339917429,-83.2550148784019,0.93
794,711,246,127,0,41.74106339917429,-83.23860178537996,0.93
791,707,245,127,0,41.74106339917429,-83.222188692358,0.93
784,698,236,123,0,41.74106339917429,-83.20577559933606,0.93
785,695,234,124,0,41.74106339917429,-83.18936250631413,0.93
791,696,240,121,0,41.74106339917429,-83.17294941329219,0.93
794,695,229,123,0,41.74106339917429,-83.15653632027025,0.93
937,812,302,149,0,41.72465030615234,-83.32066725048966,0.95
892,782,275,145,0,41.72465030615234,-83.30425415746772,0.94
864,775,273,65528,0,41.72465030615234,-83.28784106444579,0.93
831,752,259,65528,0,41.72465030615234,-83.27142797142383,0.93
816,737,257,65528,0,41.72465030615234,-83.2550148784019,0.93
811,733,257,65528,0,41.72465030615234,-83.23860178537996,0.93
799,719,245,65528,0,41.72465030615234,-83.222188692358,0.93
790,703,236,65528,0,41.72465030615234,-83.20577559933606,0.93
785,698,234,65528,0,41.72465030615234,-83.18936250631413,0.93
796,710,242,121,0,41.72465030615234,-83.17294941329219,0.93
796,704,231,125,0,41.72465030615234,-83.15653632027025,0.93
1692,2442,1717,735,0,41.92157519793595,-83.33044191859632,0.9816666666666667
1692,2442,1717,735,0,41.92157519793595,-83.31638012341568,0.9816666666666667
1692,2442,1717,735,0,41.92157519793595,-83.30231832823506,0.9816666666666667
1860,2844,705,603,0,41.92157519793595,-83.28825653305442,0.9566666666666667
1860,2844,705,603,0,41.92157519793595,-83.2741947378738,0.9566666666666667
1860,2844,705,603,0,41.92157519793595,-83.26013294269316,0.9566666666666667
1214,1299,1671,971,0,41.92157519793595,-83.24607114751254,1.0
1214,1299,1671,971,0,41.92157519793595,-83.23200935233191,1.0
1214,1299,1671,971,0,41.92157519793595,-83.21794755715128,1.0
2207,3466,3940,2845,0,41.92157519793595,-83.20388576197064,0.8733333333333334
2207,3466,3940,2845,0,41.92157519793595,-83.18982396679002,0.8733333333333334
2207,3466,3940,2845,0,41.92157519793595,-83.17576217160939,0.8733333333333334
1328,1370,684,294,0,41.92157519793595,-83.16170037642875,0.9966666666666667
1328,1370,684,294,0,41.92157519793595,-83.14763858124813,0.9966666666666667
3457,6658,3786,4155,0,41.90751340275532,-83.33044191859632,0.741
3457,6658,3786,4155,0,41.90751340275532,-83.31638012341568,0.741
3457,6658,3786,4155,0,41.90751340275532,-83.30231832823506,0.741
3524,6599,4007,4298,0,41.90751340275532,-83.28825653305442,0.716
3524,6599,4007,4298,0,41.90751340275532,-83.2741947378738,0.716
3524,6599,4007,4298,0,41.90751340275532,-83.26013294269316,0.716
1291,1470,493,332,0,41.90751340275532,-83.24607114751254,0.9966666666666667
1291,1470,493,332,0,41.90751340275532,-83.23200935233191,0.9966666666666667
1291,1470,493,332,0,41.90751340275532,-83.21794755715128,0.9966666666666667
1147,1091,703,406,0,41.90751340275532,-83.20388576197064,1.0
1147,1091,703,406,0,41.90751340275532,-83.18982396679002,1.0
1147,1091,703,406,0,41.90751340275532,-83.17576217160939,1.0
1274,1289,591,386,0,41.90751340275532,-83.16170037642875,1.0
1274,1289,591,386,0,41.90751340275532,-83.14763858124813,1.0
1994,3203,4518,4095,0,41.89345160757469,-83.33044191859632,0.87
4043,7771,5943,5914,0,41.89345160757469,-83.31638012341568,0.35
4043,7771,5943,5914,0,41.89345160757469,-83.30231832823506,0.35
3311,6160,4264,4218,0,41.89345160757469,-83.28825653305442,0.7759999999999999
3311,6160,4264,4218,0,41.89345160757469,-83.2741947378738,0.7759999999999999
3311,6160,4264,4218,0,41.89345160757469,-83.26013294269316,0.7759999999999999
1807,2634,849,687,0,41.89345160757469,-83.24607114751254,0.9666666666666667
1807,2634,849,687,0,41.89345160757469,-83.23200935233191,0.9666666666666667
1807,2634,849,687,0,41.89345160757469,-83.21794755715128,0.9666666666666667
1106,1008,369,169,0,41.89345160757469,-83.20388576197064,1.0
1106,1008,369,169,0,41.89345160757469,-83.18982396679002,1.0
1106,1008,369,169,0,41.89345160757469,-83.17576217160939,1.0
1087,894,327,152,0,41.89345160757469,-83.16170037642875,1.0
1087,894,327,152,0,41.89345160757469,-83.14763858124813,1.0
1401,1532,1905,631,0,41.87938981239406,-83.33044191859632,0.9816666666666667
1703,2327,2974,65528,0,41.87938981239406,-83.31638012341568,0.9916666666666666
4256,8336,5160,65528,0,41.87938981239406,-83.30231832823506,0.76
1595,2057,2234,65528,0,41.87938981239406,-83.28825653305442,0.9916666666666666
3100,5654,4452,65528,0,41.87938981239406,-83.2741947378738,0.9
1595,2057,2234,65528,0,41.87938981239406,-83.26013294269316,0.9916666666666666
1387,1694,1094,65528,0,41.87938981239406,-83.24607114751254,0.9616666666666666
1387,1694,1094,65528,0,41.87938981239406,-83.23200935233191,0.9616666666666666
1388,1712,764,649,0,41.87938981239406,-83.21794755715128,0.9566666666666667
1064,885,322,65528,0,41.87938981239406,-83.20388576197064,0.98
1064,885,322,65528,0,41.87938981239406,-83.18982396679002,0.98
2717,4878,1928,65528,0,41.87938981239406,-83.17576217160939,0.9366666666666665
1093,887,281,65528,0,41.87938981239406,-83.16170037642875,0.99
1145,1084,287,120,0,41.87938981239406,-83.14763858124813,1.0
2648,4768,5444,65528,0,41.86532801721343,-83.33044191859632,0.72
1703,2327,2974,65528,0,41.86532801721343,-83.31638012341568,0.9916666666666666
1191,1148,1185,65528,0,41.86532801721343,-83.30231832823506,1.0
1130,1031,710,229,0,41.86532801721343,-83.28825653305442,1.0
3100,5654,4452,65528,0,41.86532801721343,-83.2741947378738,0.9
1200,1254,965,614,0,41.86532801721343,-83.26013294269316,1.0
